,mod,wt,km_10,km_100,gmm_10,gmm_100
112436,2,13,9,10,9,62
112435,2,2,6,1,7,48
112434,2,0,3,27,8,66
112433,2,0,0,86,3,19
112432,1,2,3,81,3,73
112431,0,1,8,8,5,90
112430,0,1,3,99,7,34
112439,0,36,3,45,8,45
112438,2,5,3,93,8,72
109299,1,1,9,41,9,93
109298,1,5,3,55,8,72
109293,2,1,9,41,9,62
109292,1,2,3,95,0,23
109291,1,5,3,49,1,44
109290,0,52,6,50,7,31
109297,1,59,3,38,7,67
109296,1,5,9,10,9,76
109295,0,1,6,86,3,27
109294,2,30,6,34,7,11
92411,15,13,3,56,4,55
92410,2,14,4,55,7,21
92413,2,2007,1,55,1,21
92412,2,1392,3,84,8,46
92415,2,127,3,78,1,30
92414,2,13,1,6,0,51
92417,2,9,3,78,8,30
92416,0,1792,9,11,9,93
92419,2,2008,4,88,7,34
92418,2,7,9,99,9,62
107229,2,1,3,50,1,31
107269,126,2264,0,22,3,14
107264,1,2,3,22,3,14
107265,1,2,3,23,3,18
107266,1,2,3,77,8,63
107267,1,922,0,3,3,69
107260,1,2,0,86,3,25
107261,1,2,1,97,0,22
107262,1,2,3,32,8,24
107263,1,5,9,41,9,93
107222,1,5,4,13,7,29
107223,2,30,3,61,8,86
2645422,1,5,9,41,9,7
2645421,2,68,0,3,3,7
91850,1,2,4,91,4,55
91851,2,189,3,46,8,91
91852,2,561,3,50,8,31
91853,2,2009,0,56,3,69
91854,15,2010,9,41,9,93
91855,2,2,8,91,4,55
91856,2,65,0,3,3,19
91857,2,768,3,19,7,94
91858,126,2264,9,11,9,76
91859,0,116,3,50,8,31
107840,1,5,1,62,0,16
107841,1,5,3,78,1,30
107845,0,12,3,78,1,23
107846,1,59,4,44,7,8
100819,0,21,4,13,4,42
100816,1,2,1,33,6,78
100817,0,3,3,57,8,72
100814,1,3,3,57,8,46
100815,2,274,4,44,7,8
100812,0,1,3,0,8,83
100813,2,14,6,81,0,73
100810,0,12,0,81,3,52
100811,3,112,3,13,8,29
101149,126,2264,9,11,9,93
101148,1,1,4,13,4,54
101143,2,916,3,30,8,20
101142,2,1265,3,96,1,28
101141,126,2264,9,24,9,39
101140,2,1,3,77,8,63
101147,0,1,4,21,7,25
101146,0,3,1,97,0,22
101145,1,5,9,11,9,76
101144,2,204,3,95,1,23
1101271,126,2264,3,68,8,24
99883,0,12,4,66,7,6
99882,0,12,4,44,7,8
99881,2,9,0,22,3,14
99880,0,10,3,39,8,53
99887,1,3,9,41,9,93
99886,0,2012,2,85,1,87
99885,2,189,1,63,0,64
99884,0,3,0,86,3,69
99888,2,30,0,12,3,19
92663,3,9,3,45,3,45
109225,1,2,6,32,7,29
98288,1,2,3,77,8,63
98289,3,469,1,80,0,99
98286,0,724,3,30,8,20
98287,0,22,9,24,9,39
98284,0,3,9,10,9,76
98285,0,12,9,10,9,76
98282,1,2,9,41,9,7
98283,1,5,9,11,9,93
98280,2,13,9,10,9,3
98281,0,3,3,39,8,53
101851,0,21,0,22,3,14
101850,2,1,3,61,8,86
101852,2,350,0,29,3,19
86502,3,308,4,55,7,6
86503,126,2264,6,34,0,77
86500,0,2013,8,13,4,29
86501,3,761,3,48,8,71
86506,65,18,9,41,9,93
86507,126,2264,9,41,9,93
86504,0,3,4,35,7,8
86505,2,290,4,89,0,56
86508,126,2264,3,32,7,42
86509,3,1049,3,77,8,63
1087865,126,2264,6,19,8,66
1087867,0,3,0,3,3,19
178907,1,2,0,12,3,69
89701,2,475,3,65,3,49
89700,3,92,3,65,3,49
89703,2,2014,0,86,8,19
89702,2,19,1,62,0,16
89705,3,334,6,6,0,47
89704,2,51,0,3,3,69
89707,2,51,9,99,9,34
89706,2,440,0,23,3,18
89709,2,2015,0,22,3,14
89708,2,1079,8,57,5,81
85859,126,2264,3,56,3,91
85858,0,2016,3,19,8,94
85855,2,2017,0,56,3,69
85854,126,2264,0,27,3,14
85857,3,398,3,45,3,45
85856,0,2018,3,30,8,20
85851,2,13,1,81,0,73
85850,126,2264,0,56,3,69
85853,2,764,3,45,7,45
85852,2,228,9,41,9,62
103178,126,2264,6,9,7,47
103179,2,13,0,23,3,18
96355,3,360,6,50,1,31
103170,1,5,3,27,8,88
103171,0,3,3,63,0,46
103172,0,12,3,74,8,45
103173,2,9,9,41,9,93
103174,3,352,1,89,0,56
103175,1,5,3,30,8,20
103176,0,1,4,13,7,54
103177,0,2019,6,45,7,45
97089,0,36,0,3,3,69
97088,3,2,3,45,8,45
109886,126,2264,3,32,8,42
103283,0,11,4,2,7,54
109884,1,1,3,42,8,52
109885,2,30,4,44,7,8
109882,1,1,3,30,8,20
87751,126,2264,4,34,0,77
109880,0,1,1,51,0,56
109881,1,5,3,78,3,76
103288,0,12,0,86,3,19
103289,0,1,6,1,3,48
87758,15,400,4,26,7,54
87759,126,2264,3,54,3,36
2620756,126,2264,3,55,8,21
97085,0,3,4,38,7,67
97084,2,9,3,55,8,86
109864,2,0,9,41,9,7
109865,1,5,0,23,3,69
109866,1,83,3,30,8,20
109867,1,2,4,44,7,8
109860,1,83,6,27,8,14
100489,2,13,4,98,7,37
100488,0,35,6,32,8,42
109862,2,68,9,10,9,3
100481,2,44,3,27,1,14
100480,0,1,6,2,7,27
100483,3,102,9,41,9,93
109863,2,0,3,60,6,58
100485,2,328,3,55,8,42
100484,1,1,5,20,8,50
100487,2,292,4,35,7,37
100486,3,2023,0,3,3,69
103826,0,1,4,16,7,48
103827,0,74,4,51,1,56
103824,2,259,4,35,1,86
103825,2,68,3,4,7,66
103822,2,2,3,0,8,83
103823,1,5,6,1,0,48
103820,2,1,4,89,1,56
103821,3,1,3,46,3,94
103828,0,12,0,3,3,69
103829,0,346,4,68,7,13
100733,2,1687,3,27,3,14
100732,2,1623,3,81,3,52
86085,126,2264,3,78,8,78
84819,126,2264,3,78,3,30
100737,51,2024,3,98,3,37
100736,2,14,0,3,3,19
100735,2,977,3,57,8,72
100734,1,2,3,55,8,72
84812,126,2264,3,32,8,42
84813,126,2264,3,23,3,18
100739,0,283,6,19,7,94
100738,1,1,3,73,8,40
84816,126,2264,3,73,8,40
84817,126,2264,0,16,7,38
84814,126,2264,1,42,0,16
84815,126,2264,9,11,9,76
1379962,1,5,9,41,9,93
2516064,0,69,9,10,9,3
90279,2,143,9,11,9,93
90278,2,151,6,1,0,78
90277,2,151,3,95,3,23
90276,126,2264,3,27,8,14
90275,1,1,3,77,8,63
90274,3,820,4,35,7,48
90273,2,1,0,16,3,48
93418,3,545,0,29,3,19
90271,2,635,9,41,9,93
90270,3,761,0,22,1,14
101466,1,5,6,43,7,5
101467,2,30,3,45,3,45
101468,2,14,1,27,0,14
101469,0,36,0,56,3,18
91227,3,523,0,56,3,69
91226,2,30,8,91,4,55
1859075,1,1,6,16,7,42
103770,2,1,8,32,8,42
91224,3,170,0,56,3,69
91223,2,19,3,32,8,60
91222,8,2025,9,41,9,62
91221,126,2264,3,23,3,18
93416,2,239,4,38,7,67
103775,2,44,6,79,8,70
93417,3,62,6,6,0,47
85068,126,2264,1,62,0,16
85069,126,2264,4,35,0,56
85064,126,2264,3,27,3,14
85065,126,2264,6,16,3,27
85066,126,2264,4,13,4,29
85067,126,2264,9,11,9,76
85060,126,2264,0,29,3,19
85061,126,2264,3,69,3,10
85062,1,1,6,50,8,31
85063,126,2264,4,26,7,54
102287,0,10,4,0,8,83
111159,2,13,4,38,7,67
111158,0,12,3,19,8,66
111155,126,2264,6,81,3,73
111154,2,68,0,22,3,14
111157,1,2,1,27,0,14
111156,1,5,6,34,8,77
111151,1,2,6,6,8,47
111150,2,68,3,45,8,45
111153,0,12,6,9,0,47
111152,1,2,3,45,8,14
95359,0,3,3,69,0,10
95358,0,3,3,82,8,35
95357,0,12,3,42,8,52
95356,1,3,3,32,8,42
95355,2,1620,4,5,7,29
95354,0,3,0,56,3,69
95353,2,9,0,3,3,69
95352,2,2190,3,95,8,23
95351,2,13,3,45,3,45
95350,0,625,3,43,7,99
110688,1,59,1,62,0,16
110689,1,5,4,35,7,8
110686,1,2,3,69,7,10
110687,2,1,9,41,9,93
93218,2,336,4,98,3,37
93219,2,1518,3,30,8,28
85804,0,1,6,29,3,27
93210,0,22,3,34,8,11
93211,0,12,4,51,1,56
93212,126,2264,1,51,0,56
93213,0,105,4,99,7,34
93214,0,1,3,13,4,86
93215,0,3,0,27,3,14
93216,0,2028,0,22,3,69
93217,2,502,3,32,8,42
111487,1,5,9,75,9,26
111486,1,1,2,63,1,64
111485,17,5,1,6,0,51
111484,1,5,0,3,3,69
111483,2,30,9,24,9,39
111482,2,1,9,24,9,39
111481,1,5,9,75,9,26
111480,1,5,2,40,3,38
112725,2,1,3,22,3,14
111489,0,1,2,15,1,87
111488,1,5,0,27,3,14
110354,2,1,4,68,7,8
110355,1,5,2,6,0,87
110356,126,2264,2,36,1,2
110357,2,13,3,19,8,94
110351,1,83,2,36,1,2
110352,1,5,3,63,8,64
87913,2,1,3,45,3,45
110358,2,1,9,24,9,39
110359,3,41,4,89,7,34
118163,1,2,2,15,1,18
118162,1,2,4,89,7,56
118161,2,9,4,99,7,34
96197,0,3,3,23,8,18
96190,126,2264,9,41,9,93
96191,0,3,6,50,3,31
118165,0,12,3,21,3,25
118164,1,2,2,15,1,18
109244,0,12,3,32,8,42
118169,2,1,6,6,0,42
118168,1,2,3,32,8,42
96198,1,2,6,43,8,5
96199,2,35,4,1,1,48
109245,1,5,2,50,1,31
87914,0,2029,0,86,3,19
87915,0,105,9,24,9,39
98048,3,2,9,24,9,39
98049,56,1706,1,85,0,16
98040,2,2030,3,96,3,28
98041,2,866,9,24,9,39
98042,51,2031,9,41,9,93
98043,2,76,9,1,9,87
98044,2,2032,3,74,3,45
98045,0,3,0,3,7,19
98046,3,469,2,56,1,38
98047,2,2250,0,66,3,6
93968,3,2252,9,99,9,34
93969,126,2264,3,40,8,98
93962,126,2264,2,49,1,10
93963,126,2264,3,78,3,30
93960,2,2034,9,41,9,7
93966,126,2264,9,41,9,7
93967,3,1672,9,75,1,26
93965,2,2036,0,23,3,18
105752,1,5,2,36,1,87
105753,1,9,2,49,8,20
105750,1,2,2,89,1,29
105751,1,5,6,9,0,47
105756,126,2264,3,72,8,89
97242,1,2,9,75,9,26
105754,0,30,6,19,7,77
105755,1,5,3,56,3,18
97249,1,3,3,0,8,83
97248,54,1081,3,65,8,49
107448,1,59,0,86,3,19
107449,1,59,6,1,7,48
107447,1,1,3,78,8,30
107440,1,5,1,6,0,51
107441,2,7,3,19,8,66
2812588,1,2,4,26,8,54
99260,2,7,9,41,9,7
94606,126,2264,0,3,3,19
94607,3,537,0,86,3,19
1382222,1,5,6,34,1,11
98959,2,44,9,1,9,26
94602,1,5,9,11,9,76
94603,0,12,2,89,1,87
94600,2,1203,3,67,5,64
94601,0,50,3,32,8,42
98952,0,22,4,99,7,34
98953,2,2037,9,41,9,93
98950,0,12,9,24,9,39
98951,2,259,9,41,9,62
98956,0,50,3,61,8,86
98957,0,50,9,11,9,7
94608,2,2038,9,10,9,76
94609,2,2039,6,50,9,31
90736,15,737,0,3,3,19
90737,2,348,2,17,1,44
90734,126,2264,4,44,7,8
90735,2,13,3,96,8,28
90732,126,2264,9,81,9,73
90733,2,13,2,15,1,18
90730,2,8,6,95,8,23
90731,108,1368,2,49,4,44
90738,0,35,3,19,3,94
90739,2,13,2,15,1,18
108041,2,1,9,22,3,7
108040,0,10,6,1,9,77
799760,2,0,0,29,3,19
104939,1,2,4,35,7,56
104938,2,9,3,93,8,72
104935,3,89,0,23,3,69
104934,2,1,1,85,0,87
104937,1,5,0,29,3,19
104936,1,2,1,51,0,56
104931,1,2,0,86,3,66
104930,0,2040,9,24,9,39
104933,1,2,9,41,9,93
104932,1,83,3,50,7,31
102199,0,12,0,56,3,8
102198,0,3,2,89,1,87
102195,0,82,3,74,8,25
102194,126,2264,2,36,1,2
102197,1,1,4,68,7,13
102196,2,76,4,44,7,8
102191,0,21,3,27,8,14
102190,0,12,3,77,8,63
102193,0,21,2,89,1,44
102192,0,24,2,89,1,46
106478,2,128,6,88,7,57
99605,2,102,0,29,3,19
99604,2,76,2,49,8,63
99607,1,5,3,54,3,36
99606,2,91,6,50,8,31
99601,6,87,9,41,9,93
99600,2,13,3,55,8,72
99603,0,22,3,73,8,40
99602,1,1,0,16,3,69
99609,2,13,0,29,0,19
99608,1,3,9,95,9,23
109316,126,2264,0,23,3,18
109314,1,5,1,81,0,73
109315,126,2264,9,41,9,93
109312,1,83,9,41,9,93
109313,1,2,6,2,7,27
109310,1,2,8,8,5,85
109311,1,83,6,27,3,14
107295,1,2,0,3,3,69
107294,0,10,6,14,0,11
107296,126,2264,0,3,9,7
107291,1,5,9,41,9,7
91955,2,7,4,13,4,29
91954,2,2042,2,15,3,87
91957,2,380,3,55,8,21
91956,2,789,6,32,8,42
91951,126,2264,1,97,8,22
92750,3,678,2,85,1,51
91953,2,42,6,39,0,53
91952,2,79,7,33,1,78
107292,2,10,2,40,1,44
91959,2,228,2,89,1,87
91958,2,7,4,51,7,56
92600,2,42,4,81,7,73
92601,3,85,4,38,7,67
92602,2,19,0,22,3,14
92603,2,86,2,49,1,44
92604,2,337,3,81,3,73
92605,2,79,6,34,0,77
92606,3,1590,6,1,9,48
92607,126,2264,1,89,0,16
92608,2,189,3,78,8,30
92609,2,151,2,1,1,87
145818,0,12,6,9,0,77
145815,2,2,0,29,7,11
145814,1,83,3,45,7,45
145817,1,2,0,29,3,69
145816,2,2,3,78,8,20
145811,2,1,6,34,0,46
145810,1,5,4,89,1,56
145813,1,5,2,56,3,31
93023,2,290,4,50,1,31
93022,2,57,4,63,1,64
93553,0,1,0,3,3,69
93552,3,62,0,3,3,19
93551,1,2,2,75,1,26
93557,2,1,4,2,7,27
93556,2,1541,9,75,9,26
101268,0,12,9,41,9,7
93554,2,128,1,66,0,6
101266,2,1216,0,29,3,19
101267,2,917,4,66,0,6
93559,2,129,3,42,8,30
93558,2,130,4,44,7,8
101262,98,2044,4,39,9,53
101263,0,12,3,50,8,31
101260,0,10,0,29,3,19
101261,0,21,4,13,4,29
98563,2,13,2,36,1,2
98562,126,2264,0,22,3,14
98561,126,2264,0,54,3,36
98560,0,48,0,54,3,36
98567,1,5,4,54,7,36
98566,1,5,3,54,7,36
98565,1,3,4,98,7,37
98564,2,14,3,74,3,45
98569,0,86,0,54,3,36
98568,2,1,4,54,7,36
88407,0,528,4,26,7,54
88406,126,2264,4,35,7,13
88409,126,2264,2,1,1,87
104168,0,21,6,16,7,94
88408,2,7,1,16,0,56
85266,2,125,4,13,4,29
85267,0,3,9,41,9,93
85264,126,2264,3,30,8,20
104166,0,3,3,55,8,42
104167,2,259,6,1,1,78
85260,126,2264,4,51,0,56
104165,0,52,6,1,0,11
89997,2,475,6,50,7,31
103983,2,79,3,55,3,21
89999,2,51,3,47,8,91
218451,2,1,0,0,3,83
218456,0,1,0,29,1,19
218457,2,2,4,44,8,8
218455,2,14,2,15,1,18
945737,1,5,2,36,1,87
103986,2,1,3,89,1,87
2009825,3,2045,1,87,0,56
86545,2,13,2,61,1,86
108526,0,1,2,82,8,35
108527,1,5,1,85,0,51
108524,0,52,2,15,1,44
108525,0,1799,3,50,8,31
108522,3,1,4,44,7,8
108523,0,52,1,85,0,82
108528,0,2046,2,89,1,29
108529,1,59,4,66,7,38
87989,126,2264,9,11,9,76
89110,126,2264,3,32,8,42
89111,126,2264,4,51,7,56
89112,126,2264,4,51,1,56
89113,126,2264,9,24,9,39
89114,126,2264,1,16,7,51
89115,126,2264,6,9,7,77
89116,126,2264,2,36,0,2
89117,126,2264,9,11,3,7
89118,0,1,0,54,3,36
89119,126,2264,3,65,1,49
103329,126,2264,0,46,3,91
103328,0,1,0,40,3,38
3187538,126,2264,3,45,8,45
88868,0,3,6,2,7,27
88867,2,57,8,13,5,90
103320,0,5,4,51,7,56
103323,1,1,3,27,3,14
103322,0,21,2,36,1,87
103325,2,3,2,49,1,44
88862,126,2264,2,40,1,44
103327,0,36,1,51,0,56
88860,126,2264,2,36,1,2
87982,126,2264,2,75,1,26
87985,1,1,0,3,3,19
103877,1,1,0,29,3,19
87986,2,9,0,29,3,19
86054,2,626,0,29,3,19
86055,0,22,0,23,3,18
86056,2,2047,3,30,8,95
86057,126,2264,3,30,8,95
86050,0,186,2,89,1,87
86051,2,13,9,11,9,93
100784,0,1498,2,15,3,44
86053,2,2048,6,38,7,67
97001,2,20,2,36,1,87
97000,1,30,4,35,7,29
97003,1,12,6,19,8,65
97002,1,2,3,45,3,45
97005,0,1,2,40,0,38
97004,0,1,0,29,7,19
97007,126,2264,2,76,1,97
97006,1,1,3,0,8,83
97009,2,13,0,3,3,69
97008,0,2,0,3,3,19
88249,0,12,6,1,3,87
88248,2,282,0,3,3,19
100676,0,1,4,99,9,34
100677,126,2264,9,24,9,39
100674,0,69,8,80,0,99
100675,1,2,4,16,7,56
100672,3,1301,4,26,4,54
100673,2,20,3,48,8,71
100670,0,12,6,95,8,23
100671,3,1301,3,54,3,36
100678,47,2049,9,41,9,7
95538,0,1,9,41,9,93
95537,0,3,9,41,9,7
95536,1,2,9,41,9,93
95535,2,802,6,27,3,14
95534,2,17,0,22,3,14
95533,2,5,6,1,3,78
95532,0,3,1,97,0,22
95531,0,3,1,67,0,51
95530,3,1,3,69,8,10
86296,0,52,3,32,8,42
86297,0,3,3,27,1,14
86294,2,2050,6,19,8,94
86295,1,1,6,69,7,10
86292,126,2264,2,89,1,44
86293,2,13,4,35,7,8
86290,126,2264,0,23,3,18
86291,2,2051,2,89,1,87
86298,2,7,6,14,7,11
86299,126,2264,4,13,4,54
96848,0,52,9,41,9,93
96849,2,1,3,85,8,70
96846,126,2264,6,1,0,87
96847,0,5,3,82,8,35
96844,0,52,9,41,9,62
96845,3,1245,6,2,7,27
96842,3,30,0,56,3,69
96843,2,40,2,17,1,87
96840,2,9,2,89,0,29
96841,0,3,2,84,1,46
2783506,0,1,4,35,7,8
111690,1,5,2,36,1,2
931614,1,59,3,81,3,52
931615,1,3,2,75,1,26
112800,1,1,1,85,0,51
112801,2,1,4,32,4,54
112806,1,2,3,45,3,45
112807,1,2,0,22,3,14
112804,1,2,3,45,3,45
112805,1,5,3,32,8,98
112808,1,2,3,40,8,38
112809,2,30,6,50,1,31
94720,0,9,4,38,7,67
94723,0,1,2,36,1,2
94722,2,2,4,13,4,54
94725,2,318,4,44,7,8
94724,0,3,1,35,7,13
94727,0,10,0,54,3,36
94726,0,1,6,2,8,42
94729,0,655,0,40,3,38
94728,0,1,9,24,9,39
1992738,1,2,4,34,7,77
110066,1,5,9,41,9,93
110067,1,5,0,22,3,14
97826,2,1,1,81,0,73
97825,3,2,6,34,0,77
97824,0,22,6,9,0,47
97823,0,3,4,63,0,64
97822,0,69,6,63,0,64
97821,0,69,6,50,7,27
97820,126,2264,2,81,1,73
97829,0,2055,3,19,3,66
97828,0,22,3,77,8,63
95090,2,1,3,45,3,66
95091,3,356,6,34,0,11
95092,2,0,2,49,1,44
95093,0,52,3,95,8,23
95094,2,9,4,35,7,56
95095,32,301,1,85,0,87
95096,2,632,2,49,1,44
95097,1,2,3,50,1,31
95098,0,3,9,11,9,76
3162143,2,68,9,11,9,76
110068,0,12,4,89,0,56
103353,2,607,2,89,1,44
110069,1,5,2,50,1,31
104377,126,2264,2,89,1,56
117979,1,2,2,89,1,2
117978,0,804,1,85,0,16
117975,1,2,0,29,3,19
117977,2,139,0,3,7,19
117976,1,2,4,98,3,37
104375,1,1,3,77,8,63
111728,1,2,2,15,1,18
104374,1,5,9,24,9,39
103354,2,129,9,19,9,66
111722,1,5,9,41,9,93
104373,1,5,3,27,3,14
111720,1,5,9,10,8,76
111721,1,5,4,31,0,29
111726,1,2,4,35,7,34
111727,1,2,6,2,8,27
111724,1,2,6,9,8,47
111725,1,2,2,89,1,44
92378,126,2264,3,53,8,83
92379,0,3,2,89,1,29
92370,2,475,6,19,8,42
92371,2,30,3,30,8,20
92372,2,154,3,78,8,20
92373,2,369,1,96,0,28
92374,0,22,2,30,1,20
92375,2,370,3,78,3,30
92376,0,22,7,63,1,64
92377,2,371,3,27,1,31
89877,2,8,3,77,3,63
89876,0,48,1,1,0,77
89875,3,1,3,55,0,21
89874,0,105,1,85,4,29
89873,0,1163,3,19,8,66
89872,2,121,6,6,0,47
89871,2,151,0,12,3,45
89870,2,234,4,51,1,56
89879,2,7,3,74,8,45
89878,0,97,3,55,8,45
104812,0,52,4,19,3,94
88832,126,2264,1,51,0,56
104816,2,30,3,46,3,91
104817,50,498,8,31,4,4
104814,0,35,2,76,1,97
1146799,2,237,4,35,7,8
104815,1,5,3,55,8,72
103357,2,68,3,0,8,83
1394575,126,2264,0,86,3,69
104819,1,5,0,15,3,18
98369,2,13,0,54,3,36
91640,2,7,4,54,8,36
98365,126,2264,2,66,1,48
98364,1,2057,2,49,1,87
98367,0,69,0,17,3,38
98361,0,36,2,56,3,44
98360,1,2,0,29,3,38
98363,1,2058,4,13,7,29
98362,1,12,2,89,1,2
92958,2,391,2,80,1,87
92959,3,1786,2,15,3,18
92954,2,391,3,30,8,20
92955,2,9,2,40,1,87
92956,2,7,0,29,3,19
92957,2,7,2,23,1,18
92950,2,13,3,46,3,91
92951,0,3,2,50,1,31
92952,3,1066,9,41,9,62
92953,2,57,6,81,7,73
91646,124,1798,0,54,3,36
96019,0,5,3,55,8,65
96018,0,3,0,3,3,19
93029,0,5,2,48,1,71
93028,1,3,2,50,1,31
104360,3,1311,0,40,3,38
96010,0,22,9,75,9,7
93021,2,318,6,16,3,27
93020,3,397,1,85,0,51
93027,0,12,0,12,3,38
93026,2,9,8,94,2,59
93025,2,144,4,26,7,54
93024,3,95,9,41,9,93
105099,0,3,0,40,1,38
105098,1,5,4,51,7,56
106210,0,12,3,82,8,35
106211,2,1,9,41,9,93
105091,1,5,0,51,0,56
105090,1,1,0,3,3,19
105093,1,5,0,3,3,19
106219,1,2,3,45,7,45
105095,1,1,9,41,9,7
105094,2,68,9,41,9,7
105097,2,1,6,80,0,99
105096,2,1,1,6,0,51
99108,2,13,3,60,3,30
99109,0,116,9,41,9,7
99102,2,40,3,50,1,88
99103,0,12,2,17,1,45
99100,0,661,0,40,3,38
99101,2,76,6,2,7,27
99106,0,131,4,56,3,91
99107,0,3,6,50,1,31
99104,0,1,3,74,3,45
99105,0,12,3,18,8,92
1520654,1,540,3,19,8,66
105543,2,9,6,95,9,23
105542,1,1,3,99,8,34
105541,1,2,2,13,4,54
105540,0,12,0,3,3,19
105547,1,5,3,27,8,14
105546,1,3,3,69,8,10
105545,1,2,3,85,8,42
105544,1,5,6,6,0,87
105549,2,664,0,29,3,19
105548,0,52,3,27,3,14
102011,0,1,4,46,8,91
102012,0,3,4,51,7,56
102013,0,3,3,42,8,73
102014,2,11,0,12,3,37
102015,2,11,0,22,3,69
102016,0,11,9,10,9,93
102017,88,1980,2,6,0,87
102018,2,1,3,45,8,45
102019,2,1,6,50,9,31
89291,2,8,9,24,9,39
89290,2,14,9,10,3,76
91050,0,35,2,89,1,87
91051,0,62,3,45,8,45
91052,2,53,1,85,0,78
103651,1,1,2,15,1,44
103650,3,204,9,24,9,39
91562,2,17,2,50,1,31
91563,126,2264,6,50,8,31
91564,2,13,3,53,8,35
91565,0,3,2,49,1,44
91566,0,3,9,24,9,39
91567,0,3,9,24,9,39
91568,2,13,9,24,9,39
103658,2,189,9,41,9,62
106715,2,653,9,41,9,93
106714,1,9,4,44,7,8
145668,0,803,1,6,0,47
145669,1,83,3,19,7,94
145662,1,5,3,42,3,88
145663,2,9,2,65,3,49
145660,2,13,9,75,9,26
145661,2,1,9,41,9,62
145666,126,2264,0,40,0,38
145667,2,1,3,68,8,42
145664,1,2,0,22,3,14
145665,1,1,3,93,8,72
101659,126,2264,6,44,3,76
101658,0,1959,4,89,1,87
101653,3,2062,1,51,0,56
101652,0,2063,4,98,7,37
101651,0,415,4,19,7,94
101650,0,1,9,11,9,76
101657,0,11,2,89,1,44
101656,0,804,6,2,3,27
101655,2,1,4,44,7,66
101654,0,12,4,44,7,8
109102,1,5,9,24,9,39
109101,1,1,3,40,1,38
109100,1,1,3,48,8,71
103511,2,1,6,16,7,94
92033,3,522,3,67,8,51
92032,0,5,2,1,0,87
92031,3,1233,9,24,9,39
92030,2,7,3,55,0,72
92037,0,2064,4,1,3,87
92036,8,1520,3,60,5,58
92035,0,22,8,8,5,85
92034,3,509,0,15,3,38
100306,1,3,0,15,3,38
100307,2,7,6,95,9,23
92039,2,362,3,23,3,18
92038,0,1,9,41,9,93
100302,2,1633,3,53,8,35
1306761,126,2264,2,1,1,87
100300,2,34,4,26,4,54
100301,0,52,0,86,3,19
618680,1,1,6,50,9,31
86908,2,2,3,32,8,42
86909,126,2264,4,51,9,56
86906,126,2264,6,1,3,48
86907,2,919,3,55,8,21
86904,2,13,0,98,3,37
86905,4,514,6,2,8,42
86902,65,1389,3,49,1,30
86903,126,2264,6,34,0,77
86900,0,515,0,23,3,18
86901,2,19,3,32,8,42
2760668,1,83,0,23,3,18
2760669,1,1,8,8,5,85
109474,1,5,1,97,0,22
91209,2,13,6,9,0,47
2680437,2,30,3,78,1,30
2680438,2,1,3,67,8,86
2680439,1,83,1,85,0,87
620567,1,5,9,75,9,26
85767,2,13,3,22,3,14
85766,2,428,0,3,3,69
85765,2,646,3,83,3,0
85764,104,2065,0,3,3,38
85763,2,2066,2,89,1,44
85762,2,7,9,10,9,3
85761,2,67,4,98,3,37
85760,126,2264,3,30,8,95
85769,2,7,9,75,9,26
85768,0,5,3,45,8,45
87699,126,2264,3,83,3,98
87698,126,2264,4,13,7,54
87695,2,441,6,2,7,27
87694,126,2264,3,78,1,30
87697,126,2264,0,22,3,14
87696,2,546,4,13,4,54
87691,0,2067,3,54,8,36
87690,3,2,0,86,3,19
87693,1,83,3,96,3,28
87692,2,44,3,27,8,14
89954,3,578,6,50,8,31
108875,1,2,2,43,7,5
2620845,126,2264,9,95,9,23
108876,1,5,2,89,0,56
108877,1,2,0,66,0,6
108870,126,2264,8,13,4,55
108871,1,5,9,41,9,62
108872,31,1,6,99,9,34
108873,1,2,4,89,7,29
86128,126,2264,2,89,1,29
86129,2,626,2,36,1,2
108587,1,5,2,36,1,2
86124,2,13,8,31,4,29
108878,1,2,2,16,7,87
86126,3,934,6,34,0,77
86127,126,2264,3,32,8,42
86120,126,2264,0,54,3,36
86121,126,2264,6,88,7,57
86122,2,128,1,88,0,51
108879,1,877,1,85,0,78
219510,0,1,1,9,0,47
219512,1,2,6,32,8,42
89095,126,2264,0,3,3,69
89094,126,2264,0,23,3,18
89097,0,52,3,30,8,20
89096,0,2069,9,69,9,10
89091,2,7,2,15,1,87
89090,126,2264,4,98,7,8
89093,0,36,3,55,8,65
89092,126,2264,8,91,4,29
89099,2,8,0,54,3,36
89098,126,2264,2,89,1,29
96259,0,13,3,54,3,36
96258,2,9,3,19,8,66
96253,3,28,6,50,8,42
96252,3,41,0,40,3,38
96251,0,22,2,40,1,38
96250,0,105,2,1,1,87
96257,3,28,1,57,0,79
96256,2,1,2,49,1,44
96255,3,2,0,3,0,19
96254,0,50,0,23,3,18
97768,0,47,0,23,0,18
97769,0,896,0,54,3,36
88168,126,2264,9,75,9,26
88169,126,2264,0,54,3,36
89323,2,8,3,18,8,84
89322,15,138,0,0,3,83
89321,0,313,3,50,1,31
89327,2,61,4,35,1,56
89326,80,991,9,75,9,26
89325,2,154,9,44,3,76
89324,0,315,1,85,1,56
89329,0,22,6,50,8,31
89328,2,2072,2,17,1,44
103516,0,13,2,17,3,37
88162,126,2264,2,76,1,97
103514,0,346,2,65,1,49
103515,0,346,4,81,7,73
103512,0,12,9,41,9,93
103513,0,12,2,33,1,87
