,km,mod,wt
85491,28,2,252
85490,5,126,2264
85493,0,2,1541
85492,9,2,1
85499,0,2,9
85498,1,0,116
1515499,21,1,2
1515492,6,1,59
85723,6,2,9
85722,10,126,2264
85721,21,2,1125
85720,28,2,649
85727,28,3,1126
85726,5,2,1
85725,16,2,1
85724,1,49,1741
85729,5,0,50
85728,7,2,542
87383,1,126,2264
87382,5,126,2264
87381,5,126,2264
87380,28,126,2264
87387,5,126,2264
87386,5,126,2264
87385,1,2,1
87384,6,126,2264
87389,6,126,2264
87388,7,126,2264
87659,0,126,2264
87658,0,3,334
87651,26,126,2264
87650,5,2,1128
87653,9,3,1129
87652,5,2,234
87655,6,126,2264
87654,1,3,1130
87657,1,126,2264
87656,27,126,2264
99047,1,0,1131
89589,15,2,6
89588,1,126,2264
99046,6,1,1
89583,6,126,2264
89582,1,3,62
89581,5,2,7
89580,5,2,57
89587,1,2,542
89586,22,2,304
89585,1,3,159
89584,26,0,36
99044,1,2,622
99043,1,0,22
99042,0,1,3
2620885,1,1,12
2620886,1,1,5
2620881,6,1,71
2620880,6,126,2264
99040,5,0,12
2620889,7,2,204
2620888,5,2,13
88988,24,126,2264
88989,10,2,1132
88984,0,126,2264
88985,1,126,2264
88986,1,126,2264
88987,26,126,2264
88980,1,2,1133
88981,1,2,1134
88982,5,126,2264
88983,1,2,42
110169,1,1,5
110168,7,1,1
110163,5,0,1135
110162,1,1,5
110161,5,1,3
110160,1,1,1
110167,6,29,255
110166,6,2,30
110165,6,31,1
110164,5,2,68
88678,5,2,13
88679,1,3,355
88672,8,2,1136
88673,5,0,1
88670,8,126,2264
88671,1,2,57
88676,27,0,48
88677,1,126,2264
88674,6,126,2264
88675,6,126,2264
96297,1,2,25
96296,0,1,1
96295,6,2,30
96294,7,0,35
96293,0,2,9
96292,6,82,30
96291,0,2,13
96290,5,2,1
96299,5,0,12
96298,0,2,3
97658,19,0,3
97659,0,51,1
97654,1,2,1
97655,19,3,1120
97656,0,1,1
97657,0,2,13
97650,1,0,69
97651,1,1,5
97652,28,2,184
97653,0,0,12
90929,28,8,1137
90928,0,7,1138
90923,1,2,100
90922,6,0,1
90921,1,2,338
90920,6,2,1
90927,1,2,502
90926,6,126,2264
90925,1,126,2264
90924,1,2,3
1972008,16,0,3
99380,1,0,3
99383,1,0,168
99384,0,2,9
99385,28,0,22
99386,16,0,913
99387,19,2,171
99388,29,0,135
99389,1,0,1
112373,1,1,3
118219,0,2,1
118218,5,2,13
118215,6,1,5
118214,5,1,5
118217,0,1,5
118216,7,3,567
118211,22,1,1
118210,5,1,1
118213,6,0,131
118212,15,0,36
88052,6,2,44
112376,6,2,1
88053,22,2,44
112377,1,1,2
88050,19,0,1139
88051,16,0,1140
88056,21,126,2264
88057,15,126,2264
88054,5,2,63
88055,6,0,22
95728,5,2,1141
95729,1,0,3
95722,5,2,29
95723,1,2,3
95720,1,2,25
95721,1,2,516
95726,6,2,204
95727,5,126,2264
95724,6,2,9
95725,16,126,2264
145842,1,2,2
86395,19,2,200
145843,1,1,2
2499371,0,0,22
86394,26,126,2264
86130,0,126,2264
86399,1,2,1
86398,0,1,5
86134,5,2,850
112479,6,2,44
112478,20,1,5
112473,28,0,1
112472,28,1,5
112471,0,1,2
112470,5,1,5
112477,5,1,2
112476,28,2,30
112475,28,1,83
112474,28,0,1
105989,5,2,664
107313,6,1,1
105983,28,1,5
105982,28,1,5
105981,28,1,1
105980,28,1,1
105987,28,2,44
105986,1,2,44
105985,15,2,1
105984,7,1,1
101990,1,2,44
101991,5,1,1
101992,5,0,21
101993,28,0,21
101994,1,0,21
101995,6,2,274
101996,29,2,1
101997,19,1,2
95324,28,2,25
2798228,22,2,1
91728,0,2,14
91729,6,2,240
106865,1,1,83
91727,1,2,448
106867,6,1,12
106866,28,126,2264
91722,1,2,243
91723,5,2,37
91720,1,3,1399
91721,1,126,2264
93764,6,0,131
93765,1,1,2
93766,1,1,2
93767,1,1,5
93760,1,2,14
93761,20,2,348
93762,15,2,53
93763,6,3,1144
93768,5,2,1145
93769,15,3,3
91894,27,1,2
91895,1,1,2
91896,10,2,9
91897,19,2,265
91890,1,2,1146
91891,8,3,1123
91892,1,2,13
91893,15,1,2
91898,1,2,91
91899,1,3,2
111353,6,1,2
111357,1,0,52
111356,6,1,2
111355,1,1,2
111354,5,0,36
111359,5,1,59
111358,0,2,1
93492,28,126,2264
93493,5,2,240
93490,5,0,62
93491,5,0,3
93496,1,2,228
93497,1,2,1147
93494,1,0,2
93495,5,2,9
93498,21,2,9
93499,1,0,12
1100681,1,2,1148
98714,5,0,12
98715,5,0,10
98716,5,3,1149
98717,5,3,567
98710,5,0,357
98711,1,2,13
98712,7,1,76
98713,7,3,1
98718,1,1,2
98719,5,0,69
100852,5,1,2
107805,1,126,2264
100850,5,126,2264
100851,5,2,69
107800,3,1,83
107801,19,1,5
100854,19,126,2264
107803,5,1,5
100858,1,3,934
100859,0,3,506
107808,21,2,30
107809,1,1,1
104575,22,1,2
104574,21,0,12
104577,6,0,36
104576,1,1,83
104571,15,2,1
104570,1,1,5
104573,12,0,35
104572,28,3,543
104579,28,1,2
104578,10,1,5
799969,6,2,1
101899,28,1,83
101898,6,0,3
101895,5,2,1
101894,6,0,12
101897,5,1,2
101896,6,1,5
101891,5,1,5
101890,28,1,5
101893,22,0,10
101892,5,1,59
95565,6,2,200
106049,5,2,44
106048,28,3,2
106047,1,1,2
106046,6,0,1
106045,1,2,68
106044,6,1,5
106043,6,2,30
106042,6,126,2264
106041,5,0,12
106040,5,2,68
1087824,8,126,2264
85811,6,3,253
85810,1,0,1
85813,6,0,156
85812,19,3,253
112734,29,1,2
85814,5,126,2264
85817,5,0,3
85816,1,3,332
85819,6,3,2
112739,22,0,12
103138,0,2,8
103139,28,0,12
103134,6,1,2
103135,6,2,668
103136,7,2,1
103137,1,0,12
103130,6,0,52
103131,5,2,427
103132,7,0,3
103133,7,1,1
87718,1,0,1
87719,0,2,9
87710,1,126,2264
87711,6,126,2264
87712,6,126,2264
87713,5,126,2264
87714,1,0,52
87715,19,2,13
87716,1,2,8
87717,6,126,2264
2620710,1,1,5
103790,7,0,21
103791,6,1,2
103792,21,1,2
88477,26,126,2264
88470,5,126,2264
88471,1,2,350
103796,1,1,2
88473,1,15,182
103798,5,1,5
103799,0,0,36
88478,6,0,22
88479,11,126,2264
100449,28,0,3
100448,1,0,1
100445,16,0,22
100444,1,3,2
100447,6,0,2
100446,1,2,1
100441,1,2,13
100440,6,0,1
100443,5,3,9
100442,6,0,1
103868,6,0,346
103862,6,2,68
103863,6,0,10
103860,5,2,1
103861,0,0,346
103866,1,51,1
103867,24,1,5
103864,1,2,1
103865,19,1,1
86049,1,2,290
86048,1,2,380
86043,26,3,380
86042,7,2,383
86041,24,2,30
86040,8,2,13
86047,28,126,2264
86046,1,2,1152
86045,1,0,1
86044,1,126,2264
103422,15,0,351
99238,6,2,274
91315,16,0,52
91313,27,2,13
91312,16,2,1153
91310,1,0,116
101798,1,2,14
101799,6,0,1
101792,1,1,3
101793,15,0,12
101790,5,2,0
101791,15,2,13
101796,1,2,7
101797,1,0,10
101794,15,2,1
101795,5,0,1
101424,1,0,1
101425,1,0,1
101426,1,2,30
101427,10,0,12
101420,1,1,1
101421,1,2,19
101422,1,0,1
101423,6,0,1
101428,20,1,1
101429,5,3,345
85020,1,126,2264
85021,6,126,2264
85022,5,126,2264
85023,6,126,2264
85024,5,126,2264
85025,5,126,2264
85026,1,126,2264
85027,5,126,2264
85028,6,126,2264
85029,6,126,2264
130157,5,2,68
104157,5,1,1
104156,6,1,5
85236,1,126,2264
111111,5,1,1
111110,1,1,2
111113,19,1,5
111112,1,1,2
111115,28,2,30
111114,6,1,5
111117,19,2,13
111116,19,2,13
111119,5,1,2
111118,1,2,1
110648,28,1,472
110649,6,1,5
110646,19,1,5
110647,5,1,5
110644,1,1,5
110645,6,1,2
110642,19,126,2264
110643,1,0,36
110640,5,1,5
110641,1,1,2
118439,6,2,44
118438,1,1,2
89464,7,2,3
118434,16,1,5
89466,19,2,51
118436,5,2,1
118431,1,0,36
118430,5,2,1
89462,5,2,97
89463,1,2,128
118240,1,1,5
118241,5,2,1
96486,10,0,3
96487,29,0,1
96484,19,2,76
96485,28,0,50
802408,1,2,1
96483,5,1,1
96480,1,1,2
96481,10,1,1
802400,6,0,1
96488,19,2,25
96489,19,0,1
118248,1,2,68
118249,1,1,83
96738,5,1,90
96739,6,2,204
96734,27,0,3
96735,1,1,3
96736,0,0,3
96737,8,2,50
96730,1,2,13
96731,1,2,668
96732,24,2,90
96733,19,0,326
97289,5,0,22
97288,1,0,21
97283,6,0,1
97282,6,2,516
97281,6,0,12
97280,5,2,13
97287,15,0,3
97286,16,1,3
97285,6,1,2
97284,0,0,3
94398,1,2,8
94399,10,1,2
94394,1,0,9
94395,19,2,51
94396,15,1,5
94397,6,2,76
94390,1,2,13
94391,25,2,1157
94392,1,3,1158
94393,0,2,7
90888,0,3,2
90889,0,8,976
90884,1,126,2264
90885,1,0,3
90886,1,0,3
90887,5,2,228
90880,6,0,36
90881,5,2,1160
90882,1,0,22
90883,1,0,3
98998,1,0,283
98999,28,1,3
98996,1,0,3
98997,1,3,1161
98994,28,0,3
98995,28,2,259
98992,22,0,12
98993,0,0,1
98990,5,0,22
98991,7,0,1
102227,20,126,2264
102226,5,0,3
102225,1,2,204
102224,6,1,3
102223,5,2,150
102222,6,0,22
102221,6,2,1162
102220,6,3,543
94642,10,2,40
94643,16,7,2
94640,1,2,9
94641,6,2,1
94646,16,0,12
94647,6,0,12
94644,6,0,3
94645,6,0,12
118390,7,2,2
118391,10,1,83
118392,1,2,68
118393,6,1,5
118394,1,2,68
118395,1,1,5
118396,5,1,1
118397,7,1,2
118398,1,0,21
118399,1,1,2
90770,1,2,127
90771,6,0,12
90776,5,2,1009
90777,15,0,1163
90774,28,0,22
90775,6,3,1164
104971,28,1,5
104970,6,1,3
104973,5,31,1
104972,6,0,13
104975,1,0,1
104974,7,1,5
112538,1,1,5
112539,7,2,1
112536,5,1,1
104978,1,1,1
112534,16,1,1
112535,22,28,250
112532,1,1,2
112533,1,1,1165
112530,22,1,2
112531,21,2,13
92666,26,2,1
92667,5,3,1167
92664,1,0,1
92665,1,2,13
137003,7,1,2
137002,1,1,2
137001,6,1,1
137000,5,1,1
137006,5,2,1
137005,21,1,5
137004,6,1,2
92660,1,0,576
100194,1,0,361
99649,19,0,12
99648,5,0,12
95117,7,2,8
95116,0,1,2
95111,6,2,9
95110,5,2,128
95113,6,2,2
95112,1,2,7
99641,6,126,2264
99643,6,2,13
99642,16,2,189
99645,6,3,12
99644,5,3,525
99647,1,0,724
99646,5,2,6
109352,1,1,83
2518125,10,3,1
109350,10,31,1168
109351,0,31,1169
1329403,19,0,1
91919,5,2,721
91918,1,126,2264
111254,6,1,5
111255,5,1,5
111252,28,1,5
111253,5,1,2
111250,1,1,2
111251,1,0,68
91911,1,0,3
91910,0,2,228
91913,5,2,1170
91912,1,2,1
91915,6,45,1346
91914,6,0,12
91917,1,2,57
91916,0,2,1833
107307,28,1,2
107306,10,2,9
107305,1,0,1
107304,1,2,68
107303,21,2,1
107302,5,4,550
107301,28,1,5
107308,8,2,68
145851,1,2,44
145850,7,1,1
145853,1,1,2
145852,28,1,83
145855,28,1,1
145854,5,2,1
145857,5,1,1
145856,6,1,59
145859,5,1,2
145858,6,2,1
88531,19,2,1
109652,5,1,5
88533,28,2,639
88532,19,126,2264
109657,5,1,5
109656,29,126,2264
109655,1,0,1257
109654,6,1,5
98699,1,0,69
98698,22,3,1173
98691,22,0,35
98693,1,2,13
98692,7,0,13
98695,6,2,213
98694,1,0,35
98697,6,0,135
98696,1,2,13
101222,6,1,1
101223,1,0,346
93515,5,2,7
101221,22,0,834
93513,1,2,263
93512,1,2,382
93511,28,0,105
93510,1,3,1
101228,29,2,44
101229,16,0,3
93519,1,2,9
93518,28,3,581
130143,5,1,1
130142,5,0,1
130141,26,2,30
130147,1,1,3
130146,16,1,1
130145,10,1,1
130144,1,0,12
130149,1,1,5
130148,22,2,1174
85222,1,126,2264
85221,1,126,2264
85224,1,126,2264
85228,1,126,2264
2681318,19,1,5
2681317,5,1,5
85598,1,126,2264
85599,10,126,2264
85590,1,2,67
85591,7,2,226
85592,1,2,7
85593,5,2,7
85594,6,2,1175
85595,7,1,1
85596,1,2,162
85597,28,126,2264
98527,6,2,7
98526,5,126,2264
98525,1,0,3
98524,1,1,3
98523,1,0,1
98522,10,0,10
98521,0,1,3
98520,26,2,259
98529,5,2,1
98528,1,0,1
101910,1,126,2264
101911,1,1,5
101912,5,2,1
101913,6,0,12
101914,5,1,12
101915,5,2,9
101916,1,1,12
101917,6,2,9
101918,8,1,3
101919,6,0,21
105219,1,1,5
105218,1,1,5
105217,5,2,44
105216,6,50,498
105215,6,2,44
105214,7,17,5
105213,1,0,2
105212,6,0,1
105211,1,0,12
105210,1,0,12
1087982,1,1,2
1087983,5,0,52
1087980,1,2,1
1087986,1,0,12
1087984,0,1,5
1087989,6,2,1
820904,5,2,1
820903,1,1,2
103901,1,2,8
103900,6,2,9
2490201,1,126,2264
103903,5,2,90
88284,5,0,3
103905,5,0,69
103904,1,0,21
108568,1,1,5
108569,1,1,2
103907,27,2,206
89668,5,2,9
89669,5,0,3
89666,5,2,1
89667,5,3,35
89664,5,0,12
89665,6,2,638
89662,1,126,2264
108567,5,1,2
89660,6,0,1
89661,5,2,639
218926,1,1,2
218927,6,1,1
218924,5,2,1
218925,6,1,2
218921,5,1,2
87529,6,126,2264
87528,1,126,2264
87523,1,126,2264
87522,5,126,2264
87521,19,126,2264
87520,1,1,1
87527,5,126,2264
87526,0,126,2264
87525,1,126,2264
87524,19,126,2264
88207,5,126,2264
88206,7,126,2264
88205,1,126,2264
88204,6,126,2264
88203,5,126,2264
88202,1,3,13
88201,1,126,2264
88200,6,126,2264
88209,5,126,2264
88208,28,2,5
84953,1,126,2264
84952,16,126,2264
84951,6,126,2264
84950,6,126,2264
84957,6,126,2264
84956,1,126,2264
84955,1,126,2264
84954,28,126,2264
84959,1,126,2264
84958,1,126,2264
100638,1,0,21
100639,28,1,30
100632,6,2,1
100633,1,2,44
100630,10,1,2
100631,6,2,12
100636,26,0,1
100637,7,126,2264
100634,10,2,13
100635,7,0,3
1489884,26,126,2264
219731,1,1,5
2453653,0,0,1
90574,19,0,1179
90575,6,0,3
90576,28,2,228
90577,10,0,12
90570,5,0,1061
90571,1,3,678
90573,1,16,142
90578,5,0,12
90579,11,0,12
96802,28,0,201
96803,28,2,1
96800,5,0,12
96801,19,2,475
96806,1,2,1180
96807,5,2,668
96805,6,0,3
96808,5,0,22
96809,1,2,13
1235904,5,126,2264
93104,6,2,475
93105,7,2,90
104245,21,0,21
102450,27,0,21
104244,7,0,21
93100,6,0,52
93101,1,0,52
93102,1,1,7
2620926,0,1,5
2620927,0,1,5
2620924,0,1,5
104240,19,2,9
2620923,1,1,5
2620920,16,1,5
102457,1,0,12
94989,19,0,709
94988,6,2,22
111096,10,1,2
111097,1,0,12
111091,28,2,68
111092,5,1,2
111093,0,2,1
94981,1,2,1
94980,15,2,19
94983,10,0,13
94982,1,0,22
94985,28,2,382
94984,5,1,1
94987,1,2,271
94986,1,0,3
95054,1,7,5
95055,15,2,13
95056,1,2,13
95057,28,2,141
95050,1,0,3
95051,5,2,13
95052,5,2,1379
95053,1,2,141
95058,1,1,2
95059,0,0,52
106832,1,1,5
106833,6,2,10
91772,1,1,2
91775,21,2,1
91774,6,2,144
106834,5,1,12
91776,6,2,42
117931,5,1,2
117930,5,0,52
117933,1,1,1
117932,5,1,1
117935,6,1,5
117934,1,1,2
117937,16,2,68
117936,1,1,83
117938,1,0,803
92910,28,2,290
92911,5,2,7
92912,6,2,17
92913,6,3,1185
92914,5,126,2264
92915,10,2,7
92916,6,2,7
92917,1,3,678
92918,1,1,5
92919,28,36,1186
110059,5,1,5
110058,5,0,1
110057,5,1,2
110056,5,1,5
110055,1,1,5
110054,5,2,1188
110053,20,2,30
104328,6,0,12
104329,1,1,1
93069,1,2,13
93068,27,3,64
93067,5,2,128
93066,6,2,7
93065,1,2,1079
104327,1,3,525
93063,7,8,1263
104321,1,1,2
104322,1,2,30
104323,1,2,14
98321,1,2,30
98320,6,2,1189
98323,1,0,12
98322,5,0,12
98325,1,1,3
98324,1,2,13
98327,6,2,808
98326,29,2,13
98329,29,0,3
98328,1,2,432
97368,1,1,3
97369,1,0,3
97364,5,0,204
97365,1,1,12
97366,5,2,1
97367,6,3,2
97360,6,0,47
97361,28,0,10
105053,15,2,1
97363,5,0,3
107567,5,1,2
107566,19,2,30
107565,6,2,68
107564,28,1,83
107563,20,2,1
107562,5,126,2264
107561,1,2,2
107560,1,2,631
102582,7,2,7
102583,5,0,21
102580,1,1,1
102581,16,0,21
102586,1,0,3
102587,5,126,2264
102584,1,3,949
102585,16,126,2264
1520696,5,1,2
105587,1,2,68
105586,6,1,1
105585,10,1,2
105584,6,1,2
105583,1,0,10
105581,10,1,1192
105580,5,1,2
105589,1,1,2
105588,5,0,74
112414,6,1,5
107691,1,2,30
107690,1,2,1
107693,1,17,2
107692,1,1,5
107695,1,20,177
107694,1,1,2
107696,28,1,5
107698,1,1,1193
112412,1,1,83
98813,5,2,9
98812,1,2,76
98811,0,0,12
98810,6,1,3
98817,0,1,2
98816,6,0,1194
98815,6,2,1195
98814,5,0,10
98819,6,0,10
98818,5,1,5
108768,6,1,2
108769,5,0,36
108760,0,1,2
108761,5,1,2
108762,5,1,2
108763,10,1,1
108764,6,0,44
108765,1,1,5
108766,19,1,1
108767,5,1,1
91123,6,2,1197
102054,7,2,13
102055,5,2,189
102056,5,0,10
102050,19,0,10
102051,1,0,21
102052,0,126,2264
102053,0,0,1
102058,10,0,12
102059,1,0,3
96165,0,0,12
3171723,5,126,2264
106779,6,97,1198
106778,5,2,68
91038,1,0,519
91039,1,2,13
91036,1,126,2264
91037,5,8,1520
91034,5,3,779
91035,1,1,5
91032,7,2,154
91033,5,2,66
91030,1,2,30
91031,27,0,9
3171728,16,126,2264
109499,1,1,1
109498,6,0,12
109491,29,1,2
109490,29,1,5
109493,1,0,52
109492,5,1,2
109495,7,1,5
109494,8,1,3
109497,15,31,1
109496,1,1,5
105879,28,2,68
105878,5,1,5
105874,10,2,68
105873,29,2,1
105872,1,3,296
105871,1,2,7
105870,0,2,259
100342,1,0,3
100343,5,1,1
92075,19,126,2264
100341,6,0,3
92073,1,15,138
100347,0,0,3
100344,1,0,21
100345,5,2,61
100348,5,0,3
100349,5,2,13
105196,0,3,68
92079,1,126,2264
92078,5,6,87
110930,1,1,1
110931,1,126,2264
110932,1,2,1
110933,1,1,2
110934,1,2,1
110935,11,1,5
110936,1,1,2
110937,6,1,2
110938,5,1,1
110939,24,2,1
105191,16,2,67
105192,0,2,1
105193,1,0,12
86942,6,3,693
86943,1,2,204
86940,18,2,13
86941,22,0,52
86946,1,126,2264
86947,1,126,2264
86944,28,2,154
86945,1,0,12
105198,6,2,30
86948,1,2,13
86949,6,2,44
105199,6,126,2264
856791,6,1,2
1641560,5,2,25
100966,10,1,5
100967,10,0,10
100964,28,3,1201
100965,28,3,2
100962,28,98,22
100963,22,3,2
100960,1,0,1202
100961,28,3,2
100968,6,2,1
100969,29,1,309
93306,1,0,1362
93307,20,126,2264
104047,1,2,1
104046,5,1,1
104041,1,2,68
93303,1,2,9
104043,6,1,5
104042,7,3,567
104049,28,2,2
104048,1,1,1
93308,10,126,2264
93309,26,126,2264
85419,1,126,2264
85418,19,2,1
85415,28,3,821
85414,29,71,823
85417,6,3,824
85416,6,2,1
85411,28,2,13
85410,28,2,193
85413,18,126,2264
85412,16,0,12
87309,1,126,2264
87308,6,126,2264
87303,28,126,2264
87302,28,126,2264
87301,6,0,15
87300,27,2,9
87307,7,2,1204
87306,1,0,15
87305,15,126,2264
87304,1,126,2264
2620809,1,126,2264
2620808,5,2,9
2620807,1,1,3
97038,1,2,2
97039,26,0,102
84964,26,126,2264
86160,1,126,2264
86161,1,126,2264
86162,5,2,7
86163,1,2,485
86164,6,0,1
86165,1,2,1205
86166,1,126,2264
86167,5,126,2264
86168,6,126,2264
86169,1,0,1
84961,10,126,2264
97030,5,0,22
97031,1,2,9
97032,16,2,1
97033,16,0,1999
97034,1,2,13
97035,7,3,2002
88234,0,0,1206
84969,5,126,2264
92850,21,2,30
96219,0,2,7
96218,1,0,3
96217,5,3,339
96215,6,3,268
96214,1,2,184
96213,6,0,135
96212,1,0,12
96211,28,2,9
96210,1,1,3
103080,1,126,2264
88905,0,126,2264
103082,1,0,12
88907,29,3,852
103084,29,2,9
103085,27,0,21
88902,1,126,2264
88903,6,126,2264
103088,22,2,9
103089,6,0,21
88908,6,2,154
88909,1,126,2264
92853,0,2,2179
89367,7,126,2264
89366,0,2,787
89365,18,126,2264
89364,5,0,48
89363,19,0,105
89362,1,2,13
89361,5,0,36
89360,29,2,69
92852,5,0,50
89369,1,2,66
89368,6,0,2129
103558,29,0,11
103559,6,2,9
87488,21,126,2264
87489,22,2,13
103552,5,126,2264
103553,5,0,12
87486,19,126,2264
87487,5,126,2264
103556,19,2,13
103557,19,1,12
87482,0,0,3
103555,5,2,13
92854,1,2,1083
97168,5,0,22
97169,1,0,1210
97166,1,0,48
97167,6,0,727
97164,5,1,1
97165,1,2,19
97162,5,0,1
97163,15,0,35
97160,5,2,50
97161,6,0,12
99308,5,2,919
99300,6,0,708
99301,6,0,1211
99302,6,1,2
99303,1,1,2
99304,28,17,1190
99305,5,0,36
99306,28,126,2264
99307,5,2,44
92856,1,7,5
88016,6,2,240
88017,6,0,22
88014,18,0,35
88015,7,126,2264
88012,28,44,5
88013,5,126,2264
88010,1,126,2264
88011,29,126,2264
88018,1,46,811
88019,1,126,2264
212830,5,1,2
92781,1,0,22
92780,1,2,1
107240,28,29,255
90307,28,8,364
90306,15,2,1212
90305,19,2,19
92782,1,2,290
90303,1,59,619
90302,6,0,3
90301,5,2,151
90300,29,2,234
107246,5,2,67
90309,1,3,1084
107247,19,1,2
92787,7,2,79
107245,5,2,30
107321,5,126,2264
107320,29,0,1
94534,5,0,36
94535,16,2,95
94536,22,0,233
94537,5,2,22
94530,5,0,1
94531,5,0,1
94532,6,13,468
94533,1,2,189
94538,6,2,7
94539,6,2,13
97948,29,0,35
97949,28,0,35
97944,1,1,5
97945,6,2,1213
97946,1,126,2264
97940,6,2,654
97941,5,2,139
97942,6,0,13
97943,29,15,329
111685,1,1,1
111684,1,0,82
111687,19,1,2
111686,19,1,1
111681,1,1,2
111680,1,0,36
111683,6,1,12
111682,22,0,1
111689,1,0,36
2959751,5,2,1
92271,29,2,29
92270,28,0,156
92273,5,2,13
92272,28,0,116
92275,6,2,13
92274,6,2,1176
92277,1,0,35
92276,5,2,102
92279,6,2,13
92278,28,2,915
111539,19,1,2
111538,1,1,5
111537,5,1,2
111536,10,1,2
111535,5,1,2
111534,27,1,1
111533,1,1,2
111532,19,126,2264
107888,1,2,68
107889,1,1,5
107884,6,2,1
107885,5,1,59
107886,1,2,68
107887,5,1,2
107880,5,1,1
107883,3,1,2
110488,5,0,1
110489,6,2,1
110480,1,0,229
110481,16,2,1
110482,10,1,5
110483,6,1,472
110484,10,0,1
110485,1,0,3
110486,5,2,68
110487,5,2,30
92895,1,2,1215
92894,5,2,53
92897,5,2,13
92896,6,126,2264
92891,6,2,53
92890,5,1,2
92893,6,2,935
92892,1,2,53
2503240,1,0,12
92899,1,126,2264
2672208,19,1,5
2672209,6,1,1
107202,1,1,5
2672207,19,2,1
104283,1,3,1
104282,1,3,1
104281,1,0,229
104280,5,0,1
104287,5,2,44
104286,6,1,3
104285,28,1,5
104284,5,0,10
104289,5,2,13
104288,6,2,259
99849,6,2,79
99848,0,1,1600
99846,5,2,102
99845,5,2,5
99844,5,0,12
99843,1,0,12
99842,5,0,21
99841,1,2,3
99840,1,2,1218
96374,1,2,102
105628,6,0,12
105629,5,0,12
96375,6,0,3
105622,6,99,1219
105623,6,0,10
105620,1,126,2264
105621,6,2,68
105626,16,2,68
105627,6,2,1220
105624,16,2,664
105625,1,2,76
96377,28,126,2264
96370,19,0,3
1436643,1,0,52
802791,10,1,5
802792,6,1,5
96372,15,1,2
96373,1,3,232
1283337,19,1,59
107714,5,28,250
107715,1,1,2
107716,5,1,83
107717,1,1,5
107710,6,1,2
107713,24,2,1148
107718,6,1,83
107719,28,126,2264
94904,1,2,19
112228,1,1,5
112229,29,1,2
112226,1,1,1
112227,1,0,1
112224,6,2,1
112225,1,2,1
112222,1,1,2
112223,5,2,21
112220,16,1,83
112221,22,1,59
108139,1,1,2
108138,6,1,2
108131,1,7,5
108130,5,0,36
108132,6,126,2264
108135,5,1,5
108134,1,1,5
108137,22,1,2
108136,1,1,5
103718,7,2,583
111947,6,1,2
111944,5,1,5
111945,0,2,2
111942,11,0,12
111943,5,1,83
111940,15,1,1
111941,6,0,12
91201,1,80,991
103711,16,2,1
91203,1,2,53
91202,1,126,2264
91205,5,2,97
103715,1,0,1221
103716,1,1,1
91206,6,126,2264
145745,1,2,1
145744,1,1,5
145747,29,0,1
145746,6,0,1
145741,0,1,2
145740,19,1,2
145743,1,2,2
145742,5,1,2
145749,1,1,5
145748,1,2,1
101712,6,0,1223
101713,20,0,21
101710,1,2,7
101162,1,0,1
101716,1,0,12
101717,5,2,30
101715,15,2,30
101165,19,2,1
101718,6,17,1190
101719,1,0,69
101164,5,1,83
109266,1,1,1
109267,1,2,1
87976,1,126,2264
109265,5,1,2
109262,1,2,30
109263,1,1,59
109260,6,1,1
87973,6,0,1001
101166,1,2,65
87978,1,126,2264
87979,1,0,3
109268,5,1,5
109269,1,1,30
101169,5,0,1
101168,19,0,1
1085234,6,126,2264
106506,20,2,67
106507,28,1,5
106505,28,1,2
106502,19,2,1
106503,1,1,5
106501,28,2,9
85608,28,21,1226
85609,1,2,1227
85604,20,2,1736
85605,28,0,3
85606,22,2,13
85607,4,126,2264
85600,1,2,1481
85601,1,126,2264
85602,1,2,1348
85603,6,126,2264
626453,1,126,2264
626454,6,1,2
1087692,1,2,1
1087693,10,1,2
1087690,1,126,2264
1087691,6,1,59
1087696,15,48,1228
1087697,1,48,2
1087694,1,48,1229
1087695,1,1,5
1087698,1,0,131
1087699,1,1,5
108858,1,1,5
108859,1,1,5
89978,28,2,104
89979,11,126,2264
89976,28,2,13
89977,28,2,42
89974,6,3,678
89975,6,3,1
89972,0,0,434
108857,1,1,5
89970,5,3,1242
89971,6,2,440
87118,1,126,2264
87119,1,0,22
87112,28,126,2264
87113,16,2,130
87110,5,126,2264
87111,5,126,2264
87116,1,1,5
87117,1,126,2264
87114,5,42,1230
87115,16,2,1231
85828,1,15,1
85829,15,2,1232
85820,5,2,204
85821,18,1,2
85822,6,126,2264
85823,7,2,931
87939,1,2,204
85824,6,3,1233
112744,27,2,30
112747,26,1,5
85827,1,1,5
86645,1,126,2264
86644,10,0,22
86647,5,126,2264
86646,5,0,131
86641,6,1,1
86640,6,2,1235
86643,5,2,53
86642,1,2,9
95977,1,0,12
95976,6,0,12
95975,1,0,21
95974,1,1,1
86649,19,126,2264
95972,5,3,232
95971,6,1,1
109222,6,1,1
87931,19,0,22
109220,6,1,2
88737,19,3,35
88736,5,126,2264
88735,5,3,2
88734,5,126,2264
88733,1,0,105
88732,1,0,105
88731,10,3,64
88730,1,2,1236
109226,16,1,1
88739,24,2,128
88738,1,126,2264
2539865,1,0,3
87936,6,0,869
87937,1,126,2264
2655498,8,2,1
2655499,21,2,0
1087762,6,0,13
1642680,1,0,131
96408,1,2,13
625833,1,1,2
96406,6,0,105
96407,1,0,1
96404,6,1,2
96402,18,0,48
96403,5,0,12
96400,1,1,2
