,mod,wt,km_10,km_100,km_1000,gmm_10,gmm_100,gmm_1000
93992,0,2237,9,47,294,7,11,631
98655,0,12,6,64,625,8,59,577
98654,2,189,7,68,41,1,93,907
98657,0,50,9,47,542,8,11,554
98656,0,12,4,83,55,6,90,27
98651,2,475,1,14,456,2,20,635
98650,2,0,7,74,513,4,23,133
98652,0,12,9,47,542,8,11,554
93990,126,2264,7,74,364,0,20,994
93997,126,2264,1,15,533,8,52,863
93996,2,2238,3,59,291,2,19,578
93995,126,2264,7,74,506,8,23,372
101954,1,1,1,43,663,2,76,413
101955,2,3,8,89,172,0,7,654
101956,2,1,9,82,870,0,20,821
104705,2,7,7,93,976,1,61,744
104702,2,259,7,1,40,1,23,292
104703,1,2,7,11,54,4,34,751
101952,1,5,7,48,503,7,81,662
101953,0,3,9,73,947,8,21,114
101958,0,3,1,26,66,1,22,937
101959,2,13,1,20,137,8,70,635
104708,0,35,2,69,774,4,31,668
104709,1,2,2,69,268,4,31,194
105253,2,30,7,57,301,1,70,883
105252,2,1,4,36,929,6,77,585
105251,1,2,3,6,842,2,24,181
105250,2,68,3,35,84,2,53,26
105257,1,2,8,82,543,0,87,394
105256,1,2,7,74,877,0,20,980
105255,1,2,4,2,499,0,50,425
105254,1,2,7,11,742,4,34,701
105259,2,1,3,88,871,2,18,719
105258,1,2,1,82,885,7,20,740
88377,2,1954,3,77,219,2,86,232
88376,2,7,9,1,192,1,92,632
88375,126,2264,8,14,172,0,20,654
127900,2,1,2,7,911,4,3,597
88373,126,2264,7,87,796,8,50,69
88372,2,206,7,48,6,4,61,841
88371,3,678,7,60,28,4,10,3
88370,126,2264,8,82,275,1,23,137
84689,126,2264,7,26,30,1,22,937
84688,126,2264,9,18,837,1,16,670
84687,126,2264,8,61,269,0,7,528
84686,126,2264,4,36,692,0,77,948
84685,126,2264,4,2,402,7,50,455
84684,126,2264,3,58,938,2,42,424
84683,2,131,3,64,625,8,59,577
84681,126,2264,7,74,537,8,23,372
84680,126,2264,1,1,876,1,92,336
106630,1,5,2,69,943,4,31,747
106631,2,68,3,59,291,2,19,578
106632,2,68,7,18,837,7,16,726
106633,3,1,8,82,330,0,87,109
106634,1,2,7,24,51,1,73,141
106635,2,68,3,88,847,2,0,646
106636,0,68,4,36,692,6,77,878
106639,2,7,1,7,229,8,76,988
1087946,1,2,9,18,394,1,16,304
1087947,0,12,0,76,686,5,88,101
102702,1,2,9,63,107,0,50,966
1087945,2,1,9,59,291,2,47,273
102704,2,1551,1,99,266,8,51,146
102705,1,2,1,99,266,8,51,146
102706,7,1,4,72,690,6,98,462
102707,0,2,8,2,662,7,87,486
102708,0,36,7,87,796,7,50,709
102709,0,3,7,87,796,7,50,709
1087948,1,2,3,59,494,2,47,273
1087949,0,1,3,88,728,2,18,929
89622,2,1227,7,68,186,6,93,907
89623,0,12,9,14,395,8,11,248
89620,0,12,3,88,942,2,0,514
89621,2,292,3,88,734,2,18,774
89626,0,12,7,48,393,2,81,827
89627,0,36,9,47,267,7,11,469
93321,126,2264,7,48,543,7,81,394
89625,2,373,9,92,941,8,26,823
89628,52,2102,4,36,588,6,77,550
89629,126,2264,9,47,722,2,11,88
100729,0,35,1,14,76,8,51,33
89198,2,204,9,8,770,7,89,965
89199,2,13,6,94,221,8,35,600
89190,0,3,7,20,137,1,70,658
89191,80,991,1,92,941,8,26,491
89192,2,542,9,47,267,4,11,559
89193,0,1,3,13,360,2,69,224
89194,2,9,3,88,195,2,18,580
89195,13,7,7,74,561,8,23,372
89196,2,17,9,47,542,8,11,559
89197,2,7,9,60,998,7,10,205
88579,126,2264,6,92,506,9,20,120
88578,1,2,9,14,50,8,20,994
109619,1,1,9,14,569,1,11,125
109618,1,5,8,63,107,0,50,217
109617,1,2,8,22,383,0,60,193
109616,2,68,8,63,576,7,91,741
109615,0,12,8,63,107,0,93,217
109614,1,59,3,88,341,2,18,37
87563,126,2264,7,59,494,1,47,73
87562,126,2264,7,57,744,6,20,84
109611,1,5,3,88,446,2,19,229
109610,1,59,7,54,338,8,23,79
103945,2,68,3,35,236,2,53,500
103944,1,1,7,57,798,1,92,984
103947,2,9,7,2,255,0,50,697
103946,2,1,1,15,221,8,52,171
103941,2,14,1,43,456,8,76,527
103940,0,5,9,14,361,7,20,841
103943,1,1,7,74,810,8,20,356
103942,0,82,8,53,628,0,81,736
103949,0,10,9,47,77,7,11,554
103948,0,2,9,60,855,7,10,542
84917,126,2264,4,36,800,7,2,766
84916,1,5,8,82,275,1,7,528
84915,126,2264,9,75,317,0,99,380
84914,126,2264,7,74,37,2,23,994
84913,126,2264,7,59,494,0,47,73
84912,126,2264,4,72,791,0,98,628
84911,126,2264,9,14,941,8,20,823
84910,126,2264,7,48,60,0,3,255
84919,126,2264,8,2,63,0,50,562
84918,126,2264,4,83,692,1,77,27
106760,2,68,9,15,533,8,52,567
1611707,126,2264,3,58,938,2,42,551
106761,1,5,5,37,387,7,6,420
86218,2,2105,7,18,297,1,16,233
86219,2,2106,7,74,47,1,23,94
86216,2,432,8,61,256,0,7,225
86217,126,2264,8,82,600,0,61,740
86214,3,2,7,74,561,1,23,947
86215,0,1,7,1,180,2,0,107
86212,2,2107,7,60,707,7,10,598
86213,0,50,4,72,284,6,98,147
86210,0,52,9,6,626,7,57,91
1854808,1,5,7,77,212,2,86,485
90538,2,45,7,74,185,1,23,472
90539,4,550,5,37,498,7,6,267
623144,1,2,8,6,216,0,24,826
623145,1,2,9,14,569,2,20,125
90530,126,2264,1,99,482,8,13,567
90531,2,204,1,43,403,8,76,211
90532,2,205,6,64,810,9,59,248
90533,0,1,7,14,810,7,20,356
90534,2,215,8,82,810,8,87,137
90535,8,1263,1,82,810,8,20,356
90536,2,19,6,92,221,8,64,823
90537,2,2,6,94,740,9,64,525
101549,0,22,9,6,887,2,24,88
101548,1,2,7,74,850,4,23,999
101547,0,52,7,7,747,1,3,75
101546,0,52,7,77,683,2,86,232
101545,0,12,7,74,706,1,23,372
101544,0,12,3,35,843,2,53,483
101543,2,44,9,18,733,1,16,277
101542,0,1,7,18,758,1,16,603
101541,0,82,7,74,537,8,23,829
101540,0,21,4,36,627,0,77,628
2418062,126,2264,1,14,935,8,20,753
99672,1,1,7,74,935,1,23,5
1615134,126,2264,5,39,574,7,37,474
2620961,2,50,3,88,994,2,11,436
2769438,1,2,7,26,386,1,22,672
2769439,2,1,7,46,21,4,23,39
111058,2,1,3,59,883,2,19,899
111059,1,2,7,74,928,1,23,306
111050,1,2,2,69,45,4,31,495
111051,1,2,7,0,764,4,36,473
111052,31,1,8,2,63,0,50,562
111053,2,1,8,2,308,0,57,921
111054,2,1,8,2,63,0,50,562
111055,0,21,8,89,147,0,77,585
111056,0,1,1,57,127,8,92,207
111057,1,83,7,42,939,4,8,836
95018,0,3,7,15,506,9,52,994
95019,2,102,3,6,155,2,57,893
95010,2,51,7,6,595,2,57,893
95011,0,2,3,35,843,2,72,483
95012,0,12,9,48,304,1,81,841
95013,126,2264,1,14,338,8,20,79
95014,0,1085,7,35,302,2,39,549
95015,3,1051,1,92,278,8,48,491
95016,3,105,7,86,386,1,22,672
95017,0,22,1,15,452,8,52,51
1759,1,2108,7,48,284,4,81,147
1758,1,2,9,47,542,8,11,823
1757,1,2,2,5,750,4,31,295
1756,1,2,7,57,1,1,92,306
1755,1,83,5,37,238,7,45,151
1754,1,2,9,99,600,7,55,740
1753,2,1,1,20,614,0,70,384
1752,1,5,9,71,350,0,95,816
1751,1,1,9,73,673,4,21,657
1750,1,2,7,74,706,1,23,776
90747,2,19,9,18,93,1,16,277
90746,2,276,7,80,234,4,60,792
90745,126,2264,3,6,111,2,24,88
90744,2,7,7,66,846,8,20,79
90743,0,1907,9,64,676,4,59,427
90742,0,12,7,0,814,4,36,473
90741,0,12,2,69,774,4,31,668
90740,0,3,8,89,791,0,87,205
94949,3,1,7,60,225,7,65,665
94948,3,62,9,47,542,7,11,559
94945,0,50,8,63,107,0,50,217
94944,0,690,3,35,843,2,53,690
94947,0,3,1,26,30,1,22,622
94946,0,1,9,66,524,4,20,488
94941,0,3,9,47,430,2,11,559
94940,0,12,7,61,733,1,16,277
94943,0,1,5,45,124,7,37,730
94942,1,2,7,66,590,4,39,329
2421178,2,516,7,80,427,4,36,832
96150,2,1187,4,36,228,0,77,258
110017,2,0,9,14,569,8,11,125
110016,2,1,7,60,789,7,10,598
110015,1,5,9,99,337,8,55,634
96151,0,3,9,55,563,7,80,535
110019,2,30,7,57,798,1,92,984
110018,0,52,7,14,37,1,20,75
96152,2,44,7,35,302,2,39,549
96091,2,7,9,47,569,8,11,823
96090,2,25,9,14,37,8,11,841
96093,0,35,1,56,521,8,13,746
96153,2,260,8,89,147,0,87,911
96095,2,488,7,59,212,1,47,485
96094,1,2,3,88,442,2,18,646
96097,1,3,9,47,542,8,11,559
96096,2,588,7,46,466,4,23,973
96099,2,57,1,26,66,8,44,266
104445,0,1,3,35,723,2,72,57
96155,0,3,9,14,738,7,55,654
104447,2,1,8,14,172,0,20,654
104446,0,21,9,92,680,8,55,881
104449,0,12,7,74,506,8,23,372
104448,2,1,9,92,680,8,59,881
3216391,126,2264,3,35,319,2,39,510
3216390,126,2264,8,93,80,1,61,945
112528,0,12,5,37,144,7,45,564
1208088,7,573,5,37,144,7,45,564
624280,1,2,9,55,226,7,80,965
112525,1,2,9,55,895,7,10,116
112524,1,2,7,68,41,1,93,907
112527,2,44,8,63,107,0,50,217
96635,0,22,4,71,718,6,95,297
96634,2,90,5,45,869,7,65,974
96637,2,52,7,44,161,2,5,9
96636,82,21,7,44,3,8,97,339
96631,0,3,3,88,555,2,0,85
96630,126,2264,7,74,224,1,23,168
96633,2,0,7,57,1,1,92,984
112521,2,1,8,61,256,0,7,528
96639,0,48,8,2,499,0,50,381
96638,2,50,9,14,569,7,20,125
112520,1,5,2,74,268,4,23,194
112523,1,2,9,14,569,2,11,125
112522,2,0,1,34,109,9,26,406
97320,0,50,1,20,767,8,70,906
97321,1,3,9,99,266,8,51,146
97322,0,13,1,0,76,8,48,716
97323,0,3,7,60,707,7,65,106
97324,1,2,7,44,384,8,5,933
97325,2,1014,4,36,367,6,77,948
97326,2,13,5,37,144,7,45,564
97327,0,3,1,26,30,1,22,937
97328,0,12,9,47,267,7,11,559
97329,3,2,9,14,786,7,20,738
107528,1,5,7,64,261,7,59,496
107522,1,5,4,72,744,6,98,84
107520,1,2,4,36,605,6,77,948
107527,1,2,7,61,969,1,7,304
107526,1,2,9,93,600,0,61,740
107525,1,2,9,47,310,2,11,393
91060,2,51,7,18,837,8,16,74
91063,0,2,4,72,857,1,98,462
91062,3,334,7,57,301,6,92,883
98857,2,50,1,99,690,8,55,716
98856,1,3,1,31,897,8,76,413
98855,0,21,7,26,66,1,22,423
98854,2,1,4,36,172,6,77,654
98853,7,5,8,2,63,0,50,562
98852,2,76,7,80,427,4,36,832
98851,2,1,9,47,209,6,11,6
98850,0,69,7,18,733,1,16,277
98859,1,3,9,73,140,8,21,257
98858,7,5,7,7,229,7,3,3
94163,2,1297,7,26,999,1,22,494
94162,1,2,3,13,360,2,69,522
94161,1,2,7,77,683,2,86,89
94160,126,2264,2,5,539,4,31,692
94167,3,239,7,74,706,1,23,472
94166,3,464,3,71,708,2,95,478
94165,0,13,9,77,683,2,86,89
94164,2,30,7,82,275,1,9,675
94169,2,588,9,14,738,7,11,841
94168,3,1072,3,99,848,2,55,934
99182,0,1,7,74,102,2,23,767
99183,0,50,7,14,786,2,20,91
99180,0,1811,7,43,456,8,76,644
99181,84,1031,9,87,576,0,50,538
99186,0,21,3,13,622,2,69,483
99187,2,1,7,0,529,4,36,454
99184,2,7,1,53,628,0,60,736
99185,2,13,7,99,652,7,55,91
99188,2,1,9,6,198,7,57,704
99189,0,22,5,27,547,7,75,730
102540,2,350,1,35,906,2,53,271
108728,0,21,5,37,606,7,45,151
108729,1,2,5,37,238,7,45,151
108724,126,2264,1,56,338,8,20,79
108725,126,2264,3,35,966,2,72,100
108726,1,5,6,64,237,8,59,975
108727,1,1,7,57,798,1,92,60
108720,1,2,7,7,553,1,3,180
108721,1,3,7,43,364,8,76,180
108722,0,30,8,82,591,0,75,677
108723,2,2,7,18,592,1,16,603
104870,1,1,7,4,396,1,22,460
104871,0,5,8,82,769,7,75,730
102098,1,1,1,43,357,8,44,272
102099,0,1,9,14,37,2,20,125
102090,1,1,1,56,42,8,51,415
102091,0,3,9,14,569,8,11,748
102092,0,1,1,10,541,8,12,103
102093,2,13,7,11,742,4,34,683
102094,0,12,1,14,521,8,20,316
102095,0,22,3,88,229,2,19,229
102096,0,13,7,7,747,8,3,364
102097,0,11,7,7,506,8,3,994
91072,2,1,9,60,707,7,10,542
106730,1,2,6,64,625,8,59,577
91070,2,32,7,74,561,1,23,372
91071,3,38,0,14,652,7,55,91
91076,2,13,8,82,42,0,87,137
91077,0,1,7,77,212,7,86,485
91074,126,2264,3,35,236,2,53,271
91075,2,97,7,74,37,8,23,357
106739,1,59,9,8,556,7,89,965
91078,2,260,7,48,393,4,81,827
91079,2,251,3,82,816,2,19,844
99726,0,116,7,74,561,7,23,947
99727,0,35,9,71,350,2,11,381
99724,2,2,1,31,335,8,76,309
99725,1,3,7,0,950,4,36,605
99722,0,12,7,7,229,6,3,507
99723,2,9,7,26,772,1,22,825
99720,1,2,9,60,28,4,10,3
99721,0,3,3,88,734,2,18,183
99728,126,2264,7,24,976,1,73,744
99729,0,3,3,6,155,2,57,353
97018,2,30,1,20,212,2,70,485
798510,1,2,8,89,147,0,87,24
798511,2,1,7,66,585,2,39,329
798512,1,5,9,93,174,0,61,469
109455,1,1,1,20,614,8,70,384
109454,2,1,7,1,102,0,93,767
2382382,2,13,1,43,76,8,48,135
109451,26,248,7,48,304,1,81,132
109450,1,5,6,92,802,8,39,464
109453,2,1,8,82,923,7,20,617
109452,0,52,8,86,794,0,20,199
109187,1,5,9,14,37,8,20,125
91697,2,427,9,86,481,4,31,601
109185,2,631,8,82,961,0,87,730
109184,1,5,4,36,627,6,77,482
109183,2,68,1,43,237,4,76,975
109182,31,1,8,38,177,0,63,900
109181,1,2,7,57,935,1,92,5
91691,1,1057,8,82,659,7,65,344
109189,0,1,9,10,208,9,55,568
109188,126,2264,4,52,744,6,43,84
105833,0,12,1,31,898,8,76,568
105832,1,3,7,93,80,1,61,105
105831,2,1,9,43,76,8,48,413
105830,1,5,4,83,55,6,90,585
105837,2,44,7,26,30,1,22,937
105836,2,44,9,14,261,7,20,213
105835,2,44,5,60,225,7,65,974
105834,1,2,7,26,592,1,22,423
105839,1,5,3,88,871,2,18,719
105838,1,2,3,6,909,2,24,62
92529,2,150,2,48,479,4,81,699
92528,2,30,5,27,226,7,80,965
107069,1,2112,7,82,571,7,23,137
92525,2,363,5,37,144,7,45,564
107067,2,30,7,18,443,1,16,726
107064,1,5,1,43,335,8,76,413
107065,2,1,3,35,319,2,53,510
92521,2,130,7,46,463,4,23,164
92520,2,40,7,51,686,5,84,897
92523,126,2264,7,46,439,4,23,39
92522,2,130,7,0,529,4,36,454
145918,1,5,7,14,37,7,20,821
145919,1,5,9,0,950,4,36,605
145910,1,2,0,48,294,4,81,789
145911,1,5,7,6,198,7,57,704
145912,1,83,8,22,902,0,60,822
145913,2,1,7,14,13,6,20,994
145914,2,1,7,74,928,4,23,372
145915,2,1,7,99,528,8,55,754
145916,1,2,8,56,42,0,51,146
145917,1,1,6,64,53,8,64,871
110974,2,1,3,88,942,2,18,183
110975,1,2,7,1,338,8,20,79
110976,1,83,9,66,524,4,20,488
110977,1,1,4,36,957,6,77,482
1088051,2,44,8,26,554,1,22,937
110971,2,44,5,37,606,7,45,151
110972,0,52,5,37,606,7,45,362
110973,1,83,3,35,966,2,72,100
94427,2,2113,7,14,690,6,20,297
110978,1,1,3,13,760,2,69,844
110979,1,83,8,63,107,0,50,966
616357,1,2,9,61,265,0,7,225
92195,126,2264,7,2,255,0,50,449
95104,2,19,7,77,683,2,86,89
95105,0,1,4,71,718,6,95,297
93698,2,61,8,82,275,0,23,947
93699,2,13,9,1,744,6,92,84
93694,2,57,1,56,511,8,48,810
93695,2,200,7,74,37,7,23,994
93696,2,2,9,27,859,7,75,70
93697,2,51,9,47,267,7,11,559
93690,0,233,1,26,66,1,22,423
93691,2,13,1,7,364,8,76,180
93692,1,1,6,92,680,8,59,881
93693,2,40,1,14,338,8,20,79
98448,1,3,3,73,619,4,21,405
98449,2,7,4,71,718,6,95,297
98444,2,76,1,99,287,8,55,608
98445,0,724,9,63,383,0,50,709
98446,0,2114,1,14,810,8,76,568
98447,2,147,7,74,537,7,23,829
98440,2,44,6,64,53,8,59,962
98441,1,2,7,11,513,4,34,910
98442,23,275,9,22,613,6,60,982
98443,0,47,7,74,378,7,23,734
100928,1,5,7,74,237,4,23,975
100929,1,5,7,0,94,1,92,967
100923,1,1,9,14,738,7,11,568
100920,126,2264,4,83,292,0,90,27
95109,0,1988,7,27,591,7,75,677
100926,1,1,9,47,77,8,51,554
100927,2,30,7,65,135,4,20,261
100924,0,131,7,39,789,7,37,598
100925,2,44,8,93,22,0,61,105
101037,0,2115,7,60,225,7,65,974
101036,0,12,7,74,439,4,23,39
101035,0,12,8,2,499,0,50,425
101034,0,21,9,14,37,8,20,17
101033,2,475,6,64,53,8,25,421
101032,1,5,7,65,688,4,20,595
101031,1,2,8,63,107,0,50,217
101030,2,1,9,47,685,7,11,619
101039,2,7,3,88,480,2,18,288
101038,2,529,3,58,808,2,42,551
104009,1,30,3,64,676,8,59,427
104008,0,21,5,55,895,7,80,300
93348,2,9,8,82,810,8,87,356
93349,2,205,7,74,439,4,23,39
93342,2,239,3,6,842,4,24,88
104000,2,13,7,0,237,8,36,975
93340,126,2264,6,92,601,8,26,679
93341,0,3,4,36,922,6,2,766
93346,126,2264,7,77,219,2,86,232
93347,3,493,7,0,529,4,36,454
93344,126,2264,1,68,39,0,93,868
93345,2,13,3,13,816,2,69,844
85451,0,1,7,26,772,1,22,710
85450,0,1,3,88,480,2,18,288
85453,1,3,4,86,15,6,47,41
85452,0,1,8,82,614,0,87,384
85455,2,7,4,36,201,6,2,524
85454,2,3,7,1,494,1,47,73
85457,126,2264,9,47,746,8,11,823
85456,126,2264,1,20,586,8,70,995
85459,2,57,5,55,895,3,80,290
85458,2,9,9,47,690,0,11,6
205713,2,1,7,74,926,4,23,147
205712,2,1,5,39,748,7,37,913
2382407,0,12,4,72,883,2,98,899
1330164,126,2264,3,13,979,2,69,844
87349,0,2116,3,74,561,2,0,844
87348,0,3,3,13,440,2,69,522
87347,3,1084,7,65,135,4,20,261
87346,126,2264,8,82,275,7,87,137
87345,126,2264,7,42,712,7,80,496
87344,2,19,7,59,148,1,47,946
87343,126,2264,2,5,508,4,57,322
87342,3,341,2,6,198,7,57,704
87341,0,15,7,26,540,8,22,423
87340,2,1086,9,47,76,8,11,285
105356,1,5,3,35,43,2,53,500
105357,1,2,8,68,614,0,93,384
105354,2,7,9,14,14,7,55,654
105355,1,2,6,92,680,8,59,881
105352,0,10,7,73,619,9,21,427
105353,0,10,8,48,326,1,81,736
105350,0,229,9,14,294,7,20,631
105351,2,76,1,56,614,1,48,384
105358,0,1,1,43,719,8,48,843
105359,1,2,7,57,185,2,23,306
97205,3,1590,1,64,676,8,59,427
97204,0,3,9,8,800,7,89,766
98638,2,1,7,74,561,7,23,947
86438,15,1284,6,21,799,9,25,302
86439,126,2264,4,71,605,6,95,576
86436,126,2264,1,7,885,8,76,753
86437,2,372,7,7,40,1,3,118
86434,126,2264,3,35,843,2,53,100
86435,2,204,7,74,659,1,23,344
86432,2,188,7,18,47,1,16,74
86433,2,106,4,83,346,6,90,297
86430,2,739,7,82,275,4,20,133
86431,2,188,7,35,236,2,53,271
108441,7,2117,7,14,590,8,39,227
108440,1,1,7,39,789,7,37,250
89019,0,52,1,86,794,1,93,759
89018,2,1,7,65,135,4,23,595
89015,126,2264,7,65,121,4,20,102
89014,126,2264,9,47,77,0,11,554
89017,126,2264,9,14,569,8,20,17
89016,2,51,9,14,168,4,20,17
89011,126,2264,9,66,569,8,20,329
89010,126,2264,7,74,185,1,23,472
89013,126,2264,5,37,238,7,45,267
89012,126,2264,7,74,561,8,20,947
88948,126,2264,7,66,237,4,39,975
88949,126,2264,3,35,723,2,72,100
88940,126,2264,5,37,606,7,45,151
88941,2,1216,9,99,518,8,55,771
88942,0,1,9,92,953,7,20,213
88943,126,2264,9,99,201,7,55,535
88944,2,379,7,7,465,2,3,504
88945,3,396,7,74,506,1,23,7
88946,2,1418,9,55,786,7,80,738
88947,1,2,6,31,740,8,64,525
88566,126,2264,7,74,153,1,23,306
103599,2,68,7,60,216,7,10,109
103596,0,74,7,57,251,8,92,306
103597,1,2,8,53,628,0,60,736
103594,0,21,8,82,543,0,61,834
103595,2,74,7,74,706,1,23,75
103592,0,21,7,74,439,4,23,39
103593,126,2264,4,72,660,6,98,153
103590,0,74,9,6,111,7,24,88
103591,1,2,8,89,147,0,87,911
2539984,7,1124,7,61,60,1,7,255
88567,126,2264,8,61,60,1,7,255
100189,0,3,1,63,218,0,85,355
91908,2,42,5,55,78,7,80,416
91909,126,2264,4,71,708,0,95,478
97122,0,9,9,14,898,8,20,568
97123,0,22,8,82,275,0,87,137
97120,1,1,1,56,266,8,51,146
97121,0,3,9,47,430,2,11,125
97126,0,723,7,14,947,8,17,611
97127,0,3,7,59,241,2,9,675
97124,0,62,6,15,533,9,52,567
97125,2,29,9,6,877,7,57,831
97128,2,13,7,74,506,7,23,635
97129,2,1143,9,56,266,8,51,146
88565,0,13,7,74,528,8,23,754
91906,2,151,8,60,474,7,65,344
91907,126,2264,3,88,728,2,18,481
88562,0,217,3,35,236,5,53,500
97698,126,2264,1,1,192,6,92,632
97699,1,3,2,69,603,4,31,692
88058,126,2264,7,77,219,2,86,232
88059,2,382,7,57,1,1,92,765
97690,0,7,1,56,885,8,48,303
97691,2,30,1,31,608,8,44,226
97692,1,62,7,71,350,0,95,816
97693,2,30,8,89,621,0,87,96
97694,2,1,8,61,60,0,7,575
97695,2,3,4,36,228,6,77,258
97696,2,139,9,99,518,8,13,568
97697,40,3,1,26,30,1,22,622
86393,126,2264,8,2,63,0,50,562
86392,2,30,7,39,183,7,37,857
86391,3,1142,7,66,905,6,20,238
86390,3,207,9,14,395,7,20,654
86397,126,2264,9,56,77,8,11,554
86396,126,2264,7,65,135,4,20,261
100029,0,2120,7,65,121,4,23,261
100028,0,52,1,65,135,4,20,261
100027,0,131,9,56,77,8,51,554
100026,0,501,9,71,350,0,95,816
100025,0,1,9,64,676,8,59,427
100024,1,3,7,44,36,4,5,751
100023,1,5,1,44,384,8,5,933
100022,1,12,3,13,360,2,69,481
100021,2,13,8,82,42,0,87,205
100020,0,52,9,55,652,4,80,91
90479,2,13,9,14,738,7,55,654
90478,2,13,3,88,734,2,18,719
90475,15,329,9,47,337,8,11,568
90474,2,382,7,6,155,2,57,969
90477,31,2,4,36,228,6,77,258
90476,2,739,9,47,941,8,11,823
90471,3,1150,9,47,542,7,11,559
90470,2,204,7,14,878,4,20,977
90473,126,2264,1,31,719,8,48,448
90472,0,22,7,48,805,4,81,789
932061,1,5,7,48,805,7,81,109
112921,1,1,7,7,153,8,3,364
112920,1,1,7,85,934,4,67,769
112923,1,1,3,35,115,2,72,198
112922,1,2,7,74,561,2,23,947
112925,1,2,9,63,823,0,50,741
112924,1,5,8,82,662,0,87,730
112927,1,1,8,61,172,0,7,654
112926,0,1,9,14,290,4,20,160
112929,0,36,7,57,798,1,92,60
112928,1,2,1,1,505,1,92,632
94578,0,3,3,88,480,4,18,774
94579,3,2,3,88,942,2,18,288
94570,0,3,9,64,407,8,59,427
94571,0,22,5,45,956,7,54,749
94572,3,2,1,31,335,8,76,413
94573,1,7,1,31,221,8,76,226
94574,2,40,3,88,964,0,18,929
94575,126,2264,4,36,228,6,98,462
94576,0,12,1,92,941,8,26,10
94577,2,3,7,74,742,4,23,3
97900,0,35,7,92,846,8,20,79
97901,2,113,4,36,744,6,77,878
97902,2,427,7,74,387,4,23,917
97903,2,7,9,14,37,6,20,91
97904,2,1,7,26,841,1,22,971
97905,2,259,3,64,407,8,59,427
97906,2,7,9,64,676,8,59,427
97907,0,1,7,14,561,8,20,947
97908,2,441,3,59,883,2,19,899
97909,126,2264,9,56,76,8,11,33
88680,2,530,9,14,387,7,20,989
1434110,0,12,7,74,706,0,23,472
95229,1,3,7,26,540,1,22,937
95228,2,391,7,74,185,1,23,65
95223,0,12,8,38,177,0,63,900
95222,0,12,1,43,229,8,76,988
95221,0,1107,1,99,904,8,51,821
95220,0,15,9,39,67,7,37,598
95227,2,7,5,55,154,7,80,537
95226,2,156,7,43,505,1,92,336
95225,1,3,8,87,914,0,50,741
95224,1,2,8,23,884,0,91,696
96244,1,2,9,64,181,9,59,728
96245,3,628,8,22,643,0,63,140
96246,3,953,9,14,569,8,55,568
96247,3,387,9,14,738,7,11,496
110190,2,68,1,56,614,8,11,384
110191,1,2,1,56,614,8,13,384
96240,0,13,5,39,471,7,37,880
3177201,126,2264,4,72,15,6,9,462
96241,2,141,7,74,748,7,23,913
104247,2,1,7,7,168,8,3,364
104246,1,1,9,31,291,2,76,17
93106,2,1,7,60,855,4,10,3
93107,1,1,8,42,712,4,3,496
104243,1,2,1,0,54,8,20,443
104242,2,189,6,15,108,9,52,567
104241,2,30,7,44,384,8,5,933
93103,2,1,7,74,677,4,20,471
96243,0,22,1,56,532,2,48,293
93108,2,129,9,66,992,4,29,884
93109,126,2264,9,47,395,7,11,568
104249,2,68,9,6,652,2,57,770
104248,0,35,8,99,172,7,55,654
2511939,36,1186,2,69,45,4,31,495
110220,31,1,7,18,47,1,16,94
110221,2,1,1,99,77,7,51,146
110222,0,35,7,77,219,1,86,232
110223,1,2,7,74,706,2,3,472
110224,1,5,7,6,37,2,57,994
110225,1,5,5,37,667,7,45,93
110226,1,5,7,1,505,8,92,967
110227,1,1,3,88,728,2,18,288
110228,1,5,9,26,66,1,22,162
110229,0,12,3,98,237,2,0,975
106089,1,1,7,74,235,6,23,238
106088,2,1,2,81,263,4,74,173
106083,1,1,9,47,430,7,11,554
106082,2,30,5,37,238,7,45,151
106081,2,68,5,37,238,7,45,267
106080,2,1,6,0,399,4,36,444
106087,1,5,5,27,238,7,6,267
106086,2,68,9,60,225,7,65,665
106085,2,68,7,60,225,7,65,598
106084,2,68,1,99,266,8,51,146
102979,126,2264,0,66,846,8,20,79
102978,0,1,7,24,80,1,61,75
102973,2,68,9,14,517,0,11,180
102972,0,12,9,99,577,8,13,720
102971,2,260,7,77,683,2,86,89
102970,1,2,3,6,889,2,57,134
102977,0,21,1,14,505,1,20,413
102976,2,1,9,56,76,8,48,285
102975,2,13,9,31,856,8,13,745
102974,2,68,6,64,903,8,59,728
98134,0,2,8,82,146,0,87,98
98135,1,5,9,47,221,8,11,568
98136,2,7,9,47,267,4,11,657
98137,1,5,9,8,770,6,89,702
98130,1,3,1,14,953,6,20,579
98131,2,139,5,37,667,7,45,93
98132,3,294,7,74,537,7,23,829
98133,0,12,9,14,37,6,20,17
98138,0,52,1,56,11,8,51,415
98139,2,7,1,26,30,1,22,937
93816,2,44,9,14,600,7,11,740
93817,1,3,7,57,153,1,92,984
93814,2,90,9,14,590,7,11,227
93815,0,36,9,63,576,0,50,741
93812,0,35,1,56,834,8,48,371
93813,2,919,9,47,76,8,11,568
93810,126,2264,7,44,713,4,5,9
93811,126,2264,7,44,139,4,34,701
93818,2,90,7,74,102,1,23,767
93819,2,588,9,6,842,2,24,181
102359,2,7,9,14,37,7,20,125
102358,2,7,7,48,949,1,81,472
102357,2,13,5,82,146,7,87,98
102356,0,21,8,61,60,6,7,255
102355,0,10,8,61,269,0,7,544
